id,direction,actual_state,expected_route,reason,p_entry,p_now,drift,slope,abs_delta,gamma_ratio,persistence,confirmations,edb_lean,edb_conf,ggr,kpf,option_exit_friction,future_hedge_friction
case_002846,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.660429,0.751205,0.090776,0.181552,0.6487,1.1212,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,73.47,POSITIVE_GAMMA_PINNING,TOUCHED,HIGH,LOW
case_002859,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.758978,0.772307,0.013329,0.026658,0.5792,3.0895,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,53.51,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_002866,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.431934,0.523077,0.091143,0.182287,0.3741,1.7324,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,45.97,CALM_TRANSITION,ABSENT,LOW,LOW
case_002869,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.502224,0.662228,0.160005,0.32001,0.5365,2.9709,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,58.85,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_002875,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.74496,0.535219,-0.20974,-0.419481,0.3573,2.1954,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,69.7,CALM_TRANSITION,TOUCHED,MEDIUM,LOW
case_002882,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.615889,0.611461,-0.004428,-0.008856,0.3752,0.8588,LOW,,BULLISH,71.73,CALM_TRANSITION,INTACT,LOW,LOW
case_002900,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.783328,0.643896,-0.139432,-0.278864,0.3122,0.7511,LOW,,BULLISH,71.81,CALM_TRANSITION,THICK_BUFFER,EXTREME,LOW
case_002903,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.695812,0.661097,-0.034715,0.078413,0.2377,1.9878,LOW,,BULLISH,58.17,CALM_TRANSITION,THICK_BUFFER,EXTREME,LOW
case_002910,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.729326,0.679128,-0.050198,0.045204,0.0643,1.5655,LOW,,BEARISH,63.09,CALM_TRANSITION,OK,GOOD,LOW
case_002911,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.241901,0.516698,0.274797,0.549595,0.5882,2.0181,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,65.81,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_002920,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.702273,0.524223,-0.17805,-0.356101,0.4029,0.6602,LOW,,BULLISH,61.79,CALM_TRANSITION,OK,LOW,LOW
case_002921,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.618601,0.616421,-0.00218,0.084746,0.3741,1.0518,LOW,,BEARISH,62.7,CALM_TRANSITION,OK,EXTREME,LOW
case_002924,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.74921,0.641007,-0.108203,0.058359,0.0794,2.7718,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,63.77,POSITIVE_GAMMA_PINNING,PENETRATED,POOR,LOW
case_002931,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.084998,0.405033,0.320035,0.640069,0.7031,1.1466,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,73.6,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_002941,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.608074,0.642898,0.034823,0.069647,0.1409,1.2649,LOW,,BEARISH,66.61,POSITIVE_GAMMA_PINNING,THICK_BUFFER,LOW,LOW
case_002957,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.738962,0.737938,-0.001024,-0.002047,0.5104,1.6158,LOW,,BEARISH,55.65,POSITIVE_GAMMA_PINNING,OK,MEDIUM,LOW
case_002967,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.58962,0.529068,-0.060553,-0.121105,0.2191,2.1929,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,56.49,CALM_TRANSITION,TOUCHED,GOOD,LOW
case_002972,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.447829,0.505412,0.057583,0.115167,0.1949,2.5933,LOW,,BULLISH,52.51,CALM_TRANSITION,OK,LOW,LOW
case_002975,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.655163,0.733269,0.078106,0.156212,0.5794,1.4453,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,75.5,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,LOW
case_002977,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.513481,0.597624,0.084143,0.168286,0.5329,2.9572,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,77.75,POSITIVE_GAMMA_PINNING,TOUCHED,EXTREME,LOW
case_002978,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.658663,0.650169,-0.008495,-0.01699,0.416,1.6298,LOW,,BEARISH,76.47,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_002979,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.66629,0.687657,0.021367,0.097468,0.7845,2.6606,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,54.92,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_002995,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.621202,0.605691,-0.015511,-0.031022,0.2625,1.797,LOW,,BULLISH,52.24,POSITIVE_GAMMA_PINNING,INTACT,LOW,LOW
case_002999,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.456632,0.503557,0.046925,0.09385,0.4465,1.3485,LOW,,BEARISH,47.11,CALM_TRANSITION,OK,GOOD,MEDIUM
case_003001,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.36903,0.619764,0.250734,0.501467,0.4271,3.0058,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,42.2,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_003005,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.323744,0.591677,0.267933,0.094354,0.6094,2.9686,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,47.36,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,LOW
case_003014,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.156215,0.550606,0.394391,0.788781,0.6246,2.4919,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,43.8,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003016,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.734392,0.735893,0.001501,0.055068,0.4643,0.8919,LOW,,BULLISH,48.81,POSITIVE_GAMMA_PINNING,OK,MEDIUM,LOW
case_003017,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.660113,0.664335,0.004222,0.029232,0.4419,1.8216,LOW,GGR_ADVERSE,BEARISH,45.55,NEGATIVE_GAMMA_AMPLIFYING,OK,GOOD,LOW
case_003026,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.723557,0.81736,0.093803,0.187606,0.5095,1.2448,LOW,,BULLISH,59.41,POSITIVE_GAMMA_PINNING,INTACT,HIGH,LOW
case_003030,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.667241,0.734329,0.067088,0.134177,0.2393,1.133,LOW,,BULLISH,77.73,POSITIVE_GAMMA_PINNING,OK,GOOD,MEDIUM
case_003033,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.629565,0.556246,-0.073318,-0.146637,0.1248,2.6667,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,57.85,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,MEDIUM
case_003035,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.292496,0.411266,0.11877,0.040106,0.372,1.0488,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,45.48,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,GOOD,LOW
case_003039,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.176607,0.613147,0.43654,-0.0246,0.7648,1.1759,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,78.92,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_003040,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.433675,0.598922,0.165247,0.330495,0.4574,2.6063,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,42.74,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_003046,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.792794,0.870377,0.077583,0.155166,0.3342,0.645,LOW,,BEARISH,70.88,CALM_TRANSITION,OK,EXTREME,LOW
case_003050,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.224868,0.561828,0.33696,0.673919,0.8531,1.5454,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,61.04,CALM_TRANSITION,TOUCHED,EXTREME,LOW
case_003052,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.70954,0.673023,-0.036518,-0.073035,0.4658,0.9809,LOW,,BULLISH,49.77,CALM_TRANSITION,OK,HIGH,LOW
case_003061,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.699857,0.551939,-0.147917,-0.295835,0.5402,1.4349,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.64,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,GOOD,MEDIUM
case_003065,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.509825,0.540732,0.030907,0.061814,0.4112,2.0669,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,42.64,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,LOW,LOW
case_003069,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.649614,0.735235,0.085621,0.014599,0.4376,3.0766,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,47.6,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003070,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.767256,0.755782,-0.011474,-0.022948,0.589,2.2307,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,71.44,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003076,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.698453,0.805285,0.106832,0.213664,0.3873,1.8207,LOW,,BULLISH,63.74,CALM_TRANSITION,OK,POOR,LOW
case_003080,SHORT_CALL,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.794199,0.776116,-0.018084,-0.036168,0.5005,2.7542,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,57.11,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,GOOD,LOW
case_003089,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.668648,0.620488,-0.04816,-0.030363,0.5024,0.6074,LOW,,BULLISH,70.48,CALM_TRANSITION,INTACT,LOW,LOW
case_003123,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.46732,0.569927,0.102607,0.205213,0.4295,1.2742,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,53.78,CALM_TRANSITION,PENETRATED,EXTREME,MEDIUM
case_003126,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.425415,0.520119,0.094704,-0.031277,0.2985,2.0359,LOW,,BEARISH,50.76,CALM_TRANSITION,OK,HIGH,MEDIUM
case_003137,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.314781,0.541212,0.226431,0.452862,0.703,2.6447,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,72.17,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,MEDIUM
case_003142,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.372789,0.617676,0.244887,0.489775,0.7025,2.8881,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,54.02,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,LOW
case_003143,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.12208,0.235107,0.113027,0.045214,0.366,2.653,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,41.43,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003159,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.603259,0.515955,-0.087303,-0.014322,0.1546,1.0863,LOW,,BEARISH,50.76,CALM_TRANSITION,THICK_BUFFER,GOOD,LOW
case_003168,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.657273,0.705742,0.048469,0.096938,0.303,2.7303,LOW,,BEARISH,69.54,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_003178,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.576377,0.687949,0.111573,0.223145,0.5766,1.7482,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,74.71,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_003179,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.565096,0.636354,0.071259,0.142517,0.3604,0.8907,LOW,,BEARISH,50.74,POSITIVE_GAMMA_PINNING,OK,POOR,MEDIUM
case_003182,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.41277,0.578355,0.165585,0.33117,0.5516,1.3533,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,58.66,CALM_TRANSITION,PENETRATED,POOR,MEDIUM
case_003190,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.658453,0.690522,0.032069,0.071728,0.2213,2.6927,LOW,,BULLISH,59.7,POSITIVE_GAMMA_PINNING,OK,LOW,MEDIUM
case_003194,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.635384,0.696449,0.061065,0.12213,0.5044,1.7212,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,49.16,CALM_TRANSITION,ABSENT,HIGH,MEDIUM
case_003196,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.743686,0.510843,-0.232843,-0.465686,0.3193,2.5817,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,72.7,POSITIVE_GAMMA_PINNING,TOUCHED,HIGH,LOW
case_003198,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.203205,0.310393,0.107188,0.055925,0.492,3.106,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,69.56,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003199,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.597457,0.631526,0.034069,0.068139,0.344,1.6831,LOW,,BEARISH,50.48,CALM_TRANSITION,THICK_BUFFER,POOR,MEDIUM
case_003201,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.675992,0.769165,0.093174,0.186347,0.298,2.043,LOW,,NEUTRAL,49.67,CALM_TRANSITION,OK,POOR,LOW
case_003210,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.653105,0.703651,0.050546,0.101093,0.4494,1.9713,LOW,,BEARISH,71.65,POSITIVE_GAMMA_PINNING,INTACT,EXTREME,LOW
case_003214,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.561433,0.5625,0.001067,0.002135,0.2068,2.8268,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,62.39,POSITIVE_GAMMA_PINNING,ABSENT,MEDIUM,LOW
case_003215,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.08442,0.520326,0.435907,0.871813,0.5497,0.8227,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,84.96,CALM_TRANSITION,PENETRATED,POOR,LOW
case_003219,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.180109,0.283055,0.102946,0.205891,0.47,1.5008,LOW,,BEARISH,45.72,CALM_TRANSITION,INTACT,EXTREME,LOW
case_003222,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.6653,0.715098,0.049798,0.099595,0.4795,1.9154,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,59.6,POSITIVE_GAMMA_PINNING,TOUCHED,HIGH,MEDIUM
case_003224,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.004425,0.235138,0.230713,0.461426,0.7374,1.6898,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,87.99,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,MEDIUM
case_003225,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.272225,0.580514,0.308288,0.616577,0.3817,2.297,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.98,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003245,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.685272,0.779674,0.094402,0.188804,0.4779,2.5369,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,50.92,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,MEDIUM
case_003248,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.667745,0.59419,-0.073555,-0.14711,0.227,1.4012,LOW,,BULLISH,50.51,POSITIVE_GAMMA_PINNING,THICK_BUFFER,EXTREME,MEDIUM
case_003266,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.51846,0.559763,0.041303,0.082606,0.46,0.8312,LOW,EDB_ADVERSE,BULLISH,57.66,NEGATIVE_GAMMA_AMPLIFYING,OK,EXTREME,MEDIUM
case_003268,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.628868,0.674227,0.045358,0.005417,0.5275,0.7542,LOW,EDB_ADVERSE,BULLISH,60.02,POSITIVE_GAMMA_PINNING,OK,MEDIUM,LOW
case_003279,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.505082,0.5383,0.033218,0.066436,0.2216,2.0833,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,45.62,CALM_TRANSITION,ABSENT,LOW,MEDIUM
case_003284,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.697749,0.713752,0.016003,-0.001805,0.2791,1.4104,LOW,,BEARISH,54.2,CALM_TRANSITION,OK,LOW,LOW
case_003285,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.284658,0.605094,0.320436,0.640871,0.591,2.4426,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,58.82,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_003287,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.718126,0.587544,-0.130582,-0.261165,0.389,1.2264,LOW,,BULLISH,45.53,CALM_TRANSITION,INTACT,LOW,LOW
case_003296,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.496194,0.525739,0.029545,-0.014278,0.3018,2.6331,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,52.98,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003300,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.603494,0.696173,0.092679,0.185357,0.689,1.0707,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,65.36,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_003301,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.548106,0.575852,0.027747,0.055494,0.2044,2.6881,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,47.17,CALM_TRANSITION,ABSENT,GOOD,MEDIUM
case_003313,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.516026,0.520774,0.004749,0.009497,0.3121,2.9463,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,67.86,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_003314,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.696748,0.694691,-0.002057,-0.004115,0.2868,1.2475,LOW,,BEARISH,77.32,CALM_TRANSITION,INTACT,EXTREME,LOW
case_003323,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.054584,0.159405,0.104821,0.209641,0.6313,1.7742,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,56.28,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,GOOD,MEDIUM
case_003325,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.64157,0.75731,0.115739,0.231479,0.5145,2.5157,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,35.5,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,MEDIUM
case_003338,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.240271,0.34537,0.1051,0.2102,0.4371,1.4118,LOW,,NEUTRAL,60.11,POSITIVE_GAMMA_PINNING,OK,EXTREME,LOW
case_003355,SHORT_CALL,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.660964,0.640943,-0.020022,-0.040043,0.4721,2.1737,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,64.79,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,MEDIUM,LOW
case_003356,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.790029,0.687866,-0.102162,0.060164,0.4458,1.9168,LOW,,BULLISH,47.96,POSITIVE_GAMMA_PINNING,INTACT,LOW,LOW
case_003366,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.628935,0.52876,-0.100176,-0.200352,0.2215,2.6858,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,67.18,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,MEDIUM,LOW
case_003369,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.050136,0.158836,0.1087,0.217399,0.4842,2.677,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,49.53,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,MEDIUM,MEDIUM
case_003376,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.22531,0.572352,0.347043,0.694085,0.6397,2.5011,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,65.59,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,MEDIUM
case_003382,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.106654,0.496321,0.389667,0.779333,0.7488,1.2259,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,63.9,CALM_TRANSITION,TOUCHED,POOR,LOW
case_003397,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.72971,0.771636,0.041925,0.083851,0.7932,2.8717,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,56.72,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,MEDIUM
case_003398,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.604703,0.559123,-0.04558,0.021929,0.02,0.9918,LOW,,BEARISH,45.19,CALM_TRANSITION,THICK_BUFFER,EXTREME,LOW
case_003403,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.516422,0.615972,0.09955,0.199101,0.2626,1.8266,LOW,,BEARISH,72.3,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_003414,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.759319,0.723559,-0.03576,-0.07152,0.4817,1.5057,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,70.65,POSITIVE_GAMMA_PINNING,TOUCHED,MEDIUM,LOW
case_003438,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.579929,0.577518,-0.002411,0.099517,0.1571,2.4513,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,65.84,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,MEDIUM
case_003439,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.627862,0.67366,0.045798,0.091597,0.3853,3.0084,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,56.11,CALM_TRANSITION,ABSENT,POOR,LOW
case_003445,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.093926,0.598924,0.504998,1.009995,0.4571,1.0252,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,59.51,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,LOW
case_003458,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.122246,0.451017,0.328771,0.657542,0.5578,2.2862,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,67.88,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,LOW
case_003483,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.059623,0.1612,0.101577,0.203154,0.2466,1.732,LOW,,BEARISH,63.79,NEGATIVE_GAMMA_AMPLIFYING,THICK_BUFFER,LOW,LOW
case_003486,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.383399,0.607153,0.223754,0.050575,0.7409,1.1175,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,72.89,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,LOW
